Selected,Face pair type,Face_A,Face_B,Edit type,Edit part,Edit level,Edit seed,LPIPS dist.,LPIPS target distr.,LPIPS diff.,Same ID,Face A pose number,Face B pose number,Face A ID,Face B ID
1,Featural,088_01_01_051_05,088_01_01_051_05,nose,,,7,0.0072,0.010571472,0.003371472,Same,0,0,088,088
1,Featural,088_01_01_051_05,088_01_01_051_05,nose,,,23,0.0084,0.000882504,0.007517496,Same,0,0,088,088
1,Featural,088_01_01_051_05,088_01_01_051_05,nose,,,13,0.0099,0.004678295,0.005221705,Same,0,0,088,088
1,Featural,088_01_01_051_05,088_01_01_051_05,nose,,,17,0.0107,0.012277745,0.001577745,Same,0,0,088,088
1,Featural,092_01_02_140_16,092_01_02_140_16,eye,EyePupil,50,,0.0006,0.000290205,0.000309795,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,eye,EyeWidth,-50,,0.0013,0.001840422,0.000540422,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,eye,,,54,0.0057,0.008912804,0.003212804,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,eye,,,51,0.0072,0.009856666,0.002656666,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,eye,,,33,0.0109,0.007811445,0.003088555,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,eye,,,31,0.0121,0.008439931,0.003660069,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,eye,,,36,0.0131,0.010764122,0.002335878,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,eye,,,8,0.0197,0.0101148,0.0095852,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,eyebrow,EyebrowLength,25,,0.0004,0.013285349,0.012885349,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,eyebrow,EyebrowWidth,-50,,0.0009,0.008149872,0.007249872,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,eyebrow,,,49,0.002,0.013908888,0.011908888,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,eyebrow,,,7,0.0056,0.003524062,0.002075938,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,eyebrow,,,39,0.0064,0.006034512,0.000365488,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,eyebrow,,,43,0.008,0.001055443,0.006944557,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,eyebrow,,,6,0.0118,0.00453635,0.00726365,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,eyebrow,,,5,0.0149,0.00677251,0.00812749,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,mouth,MouthWidth,50,,0.0007,0.009131881,0.008431881,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,mouth,MouthPlump,-75,,0.0017,0.006122416,0.004422416,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,mouth,,,51,0.0036,0.008443845,0.004843845,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,mouth,,,7,0.0055,0.00956283,0.00406283,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,mouth,,,30,0.0057,0.005352785,0.000347215,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,mouth,,,13,0.0078,0.0114319,0.0036319,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,mouth,,,17,0.0079,0.004947395,0.002952605,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,mouth,,,6,0.0087,0.006175211,0.002524789,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,nose,NoseBridge,-50,,0.0005,0.003724904,0.003224904,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,nose,NoseAla,75,,0.0006,0.011188141,0.010588141,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,nose,,,55,0.0029,0.003305277,0.000405277,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,nose,,,26,0.0033,0.00947482,0.00617482,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,nose,,,46,0.0036,0.008836648,0.005236648,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,nose,,,15,0.0037,0.013136266,0.009436266,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,nose,,,4,0.0054,0.00151558,0.00388442,Same,-15,-15,092,092
1,Featural,092_01_02_140_16,092_01_02_140_16,nose,,,18,0.0056,0.002985017,0.002614983,Same,-15,-15,092,092
1,Featural,113_01_01_051_16,113_01_01_051_16,eye,EyeAngle,25,,0.0004,0.004188281,0.003788281,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,eye,EyeWidth,-75,,0.0012,0.013129513,0.011929513,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,eye,,,15,0.0019,0.01406638,0.01216638,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,eye,,,3,0.0025,0.002897606,0.000397606,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,eye,,,1,0.0031,0.010489966,0.007389966,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,eye,,,14,0.0035,0.00211405,0.00138595,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,eye,,,25,0.0039,0.011090128,0.007190128,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,eye,,,12,0.0051,0.01177552,0.00667552,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,eyebrow,EyebrowLength,25,,0.0004,0.007181445,0.006781445,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,eyebrow,EyebrowWidth,-75,,0.0014,0.004241875,0.002841875,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,eyebrow,,,21,0.0036,0.00644165,0.00284165,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,eyebrow,,,22,0.0039,0.004137043,0.000237043,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,eyebrow,,,30,0.0049,0.01271901,0.00781901,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,eyebrow,,,2,0.0058,0.001509974,0.004290026,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,eyebrow,,,1,0.0069,0.003565935,0.003334065,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,eyebrow,,,14,0.0075,0.001903829,0.005596171,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,mouth,MouthWidth,-25,,0.0004,0.009045496,0.008645496,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,mouth,MouthPlump,75,,0.001,0.006437698,0.005437698,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,mouth,,,22,0.0021,0.010164703,0.008064703,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,mouth,,,8,0.0025,0.013025614,0.010525614,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,mouth,,,1,0.0027,0.014212349,0.011512349,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,mouth,,,2,0.0031,0.012818023,0.009718023,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,mouth,,,29,0.004,0.009353734,0.005353734,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,mouth,,,14,0.0047,0.005183002,0.000483002,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,nose,NoseAla,-25,,0.0004,0.002926427,0.002526427,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,nose,NoseBridge,75,,0.0007,0.004280806,0.003580806,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,nose,,,23,0.0018,0.01337738,0.01157738,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,nose,,,11,0.0021,0.004108139,0.002008139,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,nose,,,9,0.0026,0.009867966,0.007267966,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,nose,,,21,0.0029,0.008664362,0.005764362,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,nose,,,4,0.0038,0.003911591,0.000111591,Same,0,0,113,113
1,Featural,113_01_01_051_16,113_01_01_051_16,nose,,,10,0.0096,0.010879974,0.001279974,Same,0,0,113,113
1,Featural,119_01_01_051_07,119_01_01_051_07,eye,EyeAngle,-25,,0.0002,0.010583686,0.010383686,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,eye,EyeWidth,75,,0.0013,0.002553939,0.001253939,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,eye,,,10,0.0056,0.002767125,0.002832875,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,eye,,,27,0.0061,0.014237713,0.008137713,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,eye,,,13,0.0063,0.007944941,0.001644941,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,eye,,,9,0.0065,0.004903498,0.001596502,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,eye,,,12,0.007,0.002538842,0.004461158,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,eye,,,4,0.0079,0.000419054,0.007480946,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,eyebrow,EyebrowWidth,25,,0.0003,0.013582672,0.013282672,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,eyebrow,EyebrowWidth,-75,,0.0013,0.010207255,0.008907255,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,eyebrow,,,15,0.0031,0.001289932,0.001810068,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,eyebrow,,,30,0.0033,0.000905339,0.002394661,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,eyebrow,,,14,0.0038,0.000831181,0.002968819,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,eyebrow,,,4,0.0044,0.011073494,0.006673494,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,eyebrow,,,16,0.0048,0.013716786,0.008916786,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,eyebrow,,,7,0.0059,0.004360904,0.001539096,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,mouth,MouthWidth,25,,0.0003,0.012221738,0.011921738,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,mouth,MouthPlump,-50,,0.0014,0.00131603,8.39701E-05,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,mouth,,,21,0.0018,0.006926911,0.005126911,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,mouth,,,1,0.0022,0.014217066,0.012017066,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,mouth,,,2,0.0024,0.014048213,0.011648213,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,mouth,,,15,0.0026,0.011081623,0.008481623,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,mouth,,,27,0.0031,0.010448377,0.007348377,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,mouth,,,3,0.0036,0.006978712,0.003378712,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,nose,NoseAla,25,,0.0002,0.0055326,0.0053326,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,nose,NoseBridge,75,,0.0006,0.000509339,9.0661E-05,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,nose,,,5,0.002,0.010376756,0.008376756,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,nose,,,14,0.0022,0.00290448,0.00070448,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,nose,,,18,0.0027,0.00515135,0.00245135,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,nose,,,30,0.0032,0.009763606,0.006563606,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,nose,,,26,0.0041,0.005661994,0.001561994,Same,0,0,119,119
1,Featural,119_01_01_051_07,119_01_01_051_07,nose,,,22,0.0095,0.006797259,0.002702741,Same,0,0,119,119
1,Featural,129_04_02_051_07,129_04_02_051_07,eye,EyePupil,25,,0.0002,0.014016267,0.013816267,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,eye,EyeWidth,-75,,0.0011,0.013114445,0.012014445,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,eye,,,54,0.005,0.012306639,0.007306639,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,eye,,,27,0.0058,0.014009228,0.008209228,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,eye,,,35,0.0068,0.013985595,0.007185595,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,eye,,,10,0.0077,0.014013112,0.006313112,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,eye,,,4,0.0094,0.007118635,0.002281365,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,eye,,,24,0.0132,0.003447445,0.009752555,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,eyebrow,EyebrowLength,-50,,0.0003,0.008431393,0.008131393,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,eyebrow,EyebrowWidth,75,,0.0012,0.014736385,0.013536385,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,eyebrow,,,49,0.003,0.001074937,0.001925063,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,eyebrow,,,11,0.004,0.010389625,0.006389625,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,eyebrow,,,7,0.005,0.00825863,0.00325863,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,eyebrow,,,45,0.0063,0.003757771,0.002542229,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,eyebrow,,,39,0.0074,0.011755615,0.004355615,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,eyebrow,,,35,0.0082,0.001323947,0.006876053,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,mouth,MouthWidth,25,,0.0003,0.00324816,0.00294816,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,mouth,MouthPlump,-50,,0.0012,0.003251348,0.002051348,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,mouth,,,52,0.0023,0.013436185,0.011136185,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,mouth,,,31,0.0026,0.013147018,0.010547018,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,mouth,,,26,0.0039,0.003014893,0.000885107,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,mouth,,,55,0.0052,0.008614215,0.003414215,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,mouth,,,41,0.0062,0.012733077,0.006533077,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,mouth,,,34,0.0119,0.013815837,0.001915837,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,nose,NoseAla,50,,0.0003,0.000798017,0.000498017,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,nose,NoseBridge,-75,,0.0006,0.007191427,0.006591427,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,nose,,,53,0.002,0.008366804,0.006366804,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,nose,,,55,0.0068,0.004119157,0.002680843,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,nose,,,14,0.009,0.006806744,0.002193256,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,nose,,,57,0.0106,0.011626358,0.001026358,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,nose,,,19,0.0119,0.011495141,0.000404859,Same,0,0,129,129
1,Featural,129_04_02_051_07,129_04_02_051_07,nose,,,41,0.0136,0.005465811,0.008134189,Same,0,0,129,129
1,Featural,134_01_01_051_06,134_01_01_051_06,eye,EyeWidth,-25,,0.0006,0.001932572,0.001332572,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,eye,EyeWidth,75,,0.0011,0.011328534,0.010228534,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,eye,,,22,0.0053,0.000289329,0.005010671,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,eye,,,30,0.0058,0.006437582,0.000637582,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,eye,,,2,0.0067,0.008017827,0.001317827,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,eye,,,27,0.0074,0.013765372,0.006365372,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,eye,,,19,0.008,0.009704575,0.001704575,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,eye,,,21,0.0103,0.005190674,0.005109326,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,eyebrow,EyebrowWidth,25,,0.0006,7.88487E-05,0.000521151,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,eyebrow,EyebrowWidth,-75,,0.0012,0.007678109,0.006478109,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,eyebrow,,,13,0.002,0.000160897,0.001839103,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,eyebrow,,,24,0.0023,0.008106492,0.005806492,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,eyebrow,,,29,0.0029,0.001848353,0.001051647,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,eyebrow,,,22,0.0032,0.001277934,0.001922066,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,eyebrow,,,7,0.0045,0.013021896,0.008521896,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,eyebrow,,,17,0.0055,0.003400972,0.002099028,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,mouth,MouthPlump,25,,0.0006,0.005534031,0.004934031,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,mouth,MouthPlump,-75,,0.0014,0.000278452,0.001121548,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,mouth,,,12,0.0026,0.004659608,0.002059608,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,mouth,,,33,0.0036,0.011135962,0.007535962,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,mouth,,,3,0.0043,0.004790854,0.000490854,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,mouth,,,2,0.0049,0.013415049,0.008515049,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,mouth,,,43,0.0086,0.014412135,0.005812135,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,mouth,,,55,0.012,0.014698249,0.002698249,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,nose,NoseAla,-25,,0.0006,0.013809368,0.013209368,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,nose,NoseBridge,75,,0.0009,0.01045777,0.00955777,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,nose,,,24,0.0035,0.001799303,0.001700697,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,nose,,,12,0.0039,0.002355774,0.001544226,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,nose,,,6,0.0052,0.000657493,0.004542507,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,nose,,,25,0.0084,0.01387758,0.00547758,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,nose,,,22,0.0118,0.008556931,0.003243069,Same,0,0,134,134
1,Featural,134_01_01_051_06,134_01_01_051_06,nose,,,30,0.0138,0.009972964,0.003827036,Same,0,0,134,134
1,Featural,147_01_01_050_07,147_01_01_050_07,eye,EyePupil,-25,,0.0003,0.002819566,0.002519566,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,eye,EyeWidth,75,,0.0016,0.011425022,0.009825022,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,eye,,,47,0.0042,0.002789157,0.001410843,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,eye,,,54,0.0062,0.007043979,0.000843979,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,eye,,,36,0.0075,0.002705102,0.004794898,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,eye,,,55,0.0105,0.014077296,0.003577296,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,eye,,,42,0.0125,0.006280491,0.006219509,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,eye,,,57,0.0139,0.00169533,0.01220467,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,eyebrow,EyebrowLength,50,,0.0004,0.010603577,0.010203577,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,eyebrow,EyebrowWidth,-75,,0.002,0.003981032,0.001981032,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,eyebrow,,,52,0.0029,0.000704512,0.002195488,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,eyebrow,,,8,0.0044,0.007981737,0.003581737,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,eyebrow,,,38,0.0051,0.014754372,0.009654372,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,eyebrow,,,13,0.0059,0.003191469,0.002708531,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,eyebrow,,,21,0.0069,0.01265469,0.00575469,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,eyebrow,,,37,0.0098,0.008735719,0.001064281,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,mouth,MouthWidth,50,,0.0004,0.004500513,0.004100513,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,mouth,MouthPlump,-75,,0.0012,0.00093814,0.00026186,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,mouth,,,48,0.0016,0.002838714,0.001238714,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,mouth,,,29,0.0023,0.013473915,0.011173915,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,mouth,,,38,0.0026,0.010793335,0.008193335,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,mouth,,,15,0.0029,0.007920809,0.005020809,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,mouth,,,5,0.0032,0.011410601,0.008210601,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,mouth,,,44,0.0037,0.005815831,0.002115831,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,nose,NoseBridge,-25,,0.0004,0.008682749,0.008282749,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,nose,NoseAla,75,,0.0008,0.005756296,0.004956296,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,nose,,,52,0.0023,0.001801959,0.000498041,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,nose,,,37,0.0033,0.003844685,0.000544685,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,nose,,,6,0.0049,0.00919677,0.00429677,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,nose,,,9,0.0068,0.006094831,0.000705169,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,nose,,,42,0.0098,0.007801079,0.001998921,Same,15,15,147,147
1,Featural,147_01_01_050_07,147_01_01_050_07,nose,,,32,0.0127,0.000667611,0.012032389,Same,15,15,147,147
1,Featural,155_01_01_140_17,155_01_01_140_17,eye,EyeAngle,25,,0.0005,0.013792328,0.013292328,Same,-15,-15,155,155
1,Featural,155_01_01_140_17,155_01_01_140_17,eye,EyePupil,75,,0.001,0.009103167,0.008103167,Same,-15,-15,155,155
1,Featural,155_01_01_140_17,155_01_01_140_17,eye,,,39,0.0024,0.007020513,0.004620513,Same,-15,-15,155,155
1,Featural,155_01_01_140_17,155_01_01_140_17,eye,,,31,0.0036,0.008047112,0.004447112,Same,-15,-15,155,155
1,Featural,155_01_01_140_17,155_01_01_140_17,eye,,,45,0.0057,0.002901769,0.002798231,Same,-15,-15,155,155
1,Featural,155_01_01_140_17,155_01_01_140_17,eye,,,3,0.011,0.003444249,0.007555751,Same,-15,-15,155,155
1,Featural,155_01_01_140_17,155_01_01_140_17,eye,,,58,0.0128,0.00624864,0.00655136,Same,-15,-15,155,155
1,Featural,155_01_01_140_17,155_01_01_140_17,eye,,,55,0.0151,0.001152502,0.013947498,Same,-15,-15,155,155
1,Featural,155_01_01_140_17,155_01_01_140_17,eyebrow,EyebrowLength,25,,0.0005,0.006005008,0.005505008,Same,-15,-15,155,155
1,Featural,155_01_01_140_17,155_01_01_140_17,eyebrow,EyebrowWidth,-75,,0.0011,0.000222782,0.000877218,Same,-15,-15,155,155
1,Featural,155_01_01_140_17,155_01_01_140_17,eyebrow,,,47,0.0029,0.003359984,0.000459984,Same,-15,-15,155,155
1,Featural,155_01_01_140_17,155_01_01_140_17,eyebrow,,,56,0.0071,0.005886274,0.001213726,Same,-15,-15,155,155
1,Featural,155_01_01_140_17,155_01_01_140_17,eyebrow,,,1,0.0081,0.009077361,0.000977361,Same,-15,-15,155,155
1,Featural,155_01_01_140_17,155_01_01_140_17,eyebrow,,,7,0.0114,0.011837686,0.000437686,Same,-15,-15,155,155
1,Featural,155_01_01_140_17,155_01_01_140_17,eyebrow,,,16,0.0129,0.00576478,0.00713522,Same,-15,-15,155,155
1,Featural,155_01_01_140_17,155_01_01_140_17,eyebrow,,,9,0.0144,0.011207177,0.003192823,Same,-15,-15,155,155
1,Featural,155_01_01_140_17,155_01_01_140_17,mouth,MouthWidth,25,,0.0005,0.004609771,0.004109771,Same,-15,-15,155,155
1,Featural,155_01_01_140_17,155_01_01_140_17,mouth,MouthPlump,-50,,0.0015,0.003779388,0.002279388,Same,-15,-15,155,155
1,Featural,155_01_01_140_17,155_01_01_140_17,mouth,,,54,0.0028,0.008457489,0.005657489,Same,-15,-15,155,155
1,Featural,155_01_01_140_17,155_01_01_140_17,mouth,,,31,0.0039,0.002537338,0.001362662,Same,-15,-15,155,155
